# schema_version=1
# Columns: oracle_bus, golden_path, golden_expression, scala_field, high, low, provenance, source_commit.
# Golden concat order is MSB to LSB. Python verifies expressions/ranges directly against the locked source.
decode_base	rtl/id_stage.v	btb_pre_error_flush	predictionError	234	234	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	br_to_btb	isPredictableBranch	233	233	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	ds_icache_miss	instructionCacheMiss	232	232	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	br_inst	isBranch	231	231	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_preld	preload	230	230	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_valid_cacop	cacheOperation	229	229	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	mem_sign_exted	memorySignExtend	228	228	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_invtlb	invalidateTlb	227	227	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_tlbrd	tlbRead	226	226	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	refetch	refetch	225	225	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_tlbfill	tlbFill	224	224	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_tlbwr	tlbWrite	223	223	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_tlbsrch	tlbSearch	222	222	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_sc_w	isSc	221	221	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_ll_w	isLl	220	220	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	excp_num	exceptionCode	219	211	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	csr_mask	csrMask	210	210	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	csr_we	csrWrite	209	209	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	csr_idx	csrAddress	208	195	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	res_from_csr	resultFromCsr	194	194	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	csr_data	csrReadData	193	162	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	inst_ertn	isErtn	161	161	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	excp	hasException	160	160	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	mem_size	memorySize	159	158	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	mul_div_op	mulDivOperation	157	154	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	mul_div_sign	mulDivSigned	153	153	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	alu_op	aluOperation	152	139	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	load_op	isLoad	138	138	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	src1_is_pc	source1IsPc	137	137	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	src2_is_imm	source2IsImmediate	136	136	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	src2_is_4	source2IsFour	135	135	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	gr_we	gprWrite	134	134	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	store_op	isStore	133	133	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	dest	destination	132	128	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	ds_imm	immediate	127	96	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	rj_value	registerDataJ	95	64	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	rkd_value	registerDataKOrD	63	32	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
decode_base	rtl/id_stage.v	ds_pc	pc	31	0	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_csr_data	csrData	424	393	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_csr_rstat_en	csrRstatEvent	392	392	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	data_wdata	storeData	391	360	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_inst_st_en	storeEvent	359	352	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	data_addr	memoryVirtualAddress	351	320	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_inst_ld_en	loadEvent	319	312	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_cnt_inst	isCounterInstruction	311	311	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_timer_64	timer	310	247	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_inst	instruction	246	215	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	error_va	errorVirtualAddress	214	183	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_idle	idle	182	182	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_cacop	cacheOperation	181	181	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	preld_inst	preload	180	180	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_br_pre_error	predictionError	179	179	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_br_pre	isPredictableBranch	178	178	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_icache_miss	instructionCacheMiss	177	177	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_br_inst	isBranch	176	176	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	icacop_op_en	instructionCacheOperation	175	175	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_mem_sign_exted	memorySignExtend	174	174	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_invtlb_vpn	invalidateTlbVpn	173	155	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_invtlb_asid	invalidateTlbAsid	154	145	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_invtlb	invalidateTlb	144	144	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_tlbrd	tlbRead	143	143	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_refetch	refetch	142	142	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_tlbfill	tlbFill	141	141	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_tlbwr	tlbWrite	140	140	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_tlbsrch	tlbSearch	139	139	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_store_op	isStore	138	138	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_sc_w	isSc	137	137	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_ll_w	isLl	136	136	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	excp_num	exceptionCode	135	126	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_csr_we	csrWrite	125	125	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_csr_idx	csrAddress	124	111	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_csr_result	csrResult	110	79	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_ertn	isErtn	78	78	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	excp	hasException	77	77	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_mem_size	memorySize	76	75	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_mul_div_op	mulDivOperation	74	71	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_load_op	isLoad	70	70	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_gr_we	gprWrite	69	69	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_dest	destination	68	64	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	exe_result	executeResult	63	32	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
execute	rtl/exe_stage.v	es_pc	pc	31	0	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_csr_data	csrData	492	461	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_csr_rstat_en	csrRstatEvent	460	460	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_st_data	storeData	459	428	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_inst_st_en	storeEvent	427	420	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_ld_vaddr	memoryVirtualAddress	419	388	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_ld_paddr	memoryPhysicalAddress	387	356	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_inst_ld_en	loadEvent	355	348	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_cnt_inst	isCounterInstruction	347	347	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_timer_64	timer	346	283	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_inst	instruction	282	251	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	data_uncache_en	dataUncached	250	250	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	paddr	physicalAddress	249	218	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_idle	idle	217	217	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_br_pre_error	predictionError	216	216	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_br_pre	isPredictableBranch	215	215	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	dcache_miss	dataCacheMiss	214	214	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	access_mem	accessesMemory	213	213	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_icache_miss	instructionCacheMiss	212	212	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_br_inst	isBranch	211	211	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_icacop_op_en	instructionCacheOperation	210	210	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_invtlb_vpn	invalidateTlbVpn	209	191	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_invtlb_asid	invalidateTlbAsid	190	181	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_invtlb	invalidateTlb	180	180	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_tlbrd	tlbRead	179	179	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_refetch	refetch	178	178	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_tlbfill	tlbFill	177	177	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_tlbwr	tlbWrite	176	176	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	data_tlb_index	tlbIndex	175	171	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	data_tlb_found	tlbFound	170	170	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_tlbsrch	tlbSearch	169	169	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_error_va	errorVirtualAddress	168	137	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_sc_w	isSc	136	136	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_ll_w	isLl	135	135	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	excp_num	exceptionCode	134	119	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_csr_we	csrWrite	118	118	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_csr_idx	csrAddress	117	104	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_csr_result	csrResult	103	72	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_ertn	isErtn	71	71	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	excp	hasException	70	70	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_gr_we	gprWrite	69	69	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_dest	destination	68	64	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_final_result	finalResult	63	32	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
memory	rtl/mem_stage.v	ms_pc	pc	31	0	golden_comment	a158aa8ab4d49cece1a0fe488d7ac7dc02bd8cf6
